2023-01-12 14:49:27,128:'t'
2023-01-12 14:49:27,272:'o'
2023-01-12 14:49:27,403:'o'
2023-01-12 14:49:27,404:Key.backspace
2023-01-12 14:49:27,405:'ô'
2023-01-12 14:49:27,607:'n'
2023-01-12 14:49:27,768:'g'
2023-01-12 14:49:27,860:'s'
2023-01-12 14:49:27,861:Key.backspace
2023-01-12 14:49:27,861:Key.backspace
2023-01-12 14:49:27,862:Key.backspace
2023-01-12 14:49:27,887:'n'
2023-01-12 14:49:27,889:'g'
2023-01-12 14:49:28,008:Key.space
2023-01-12 14:49:28,129:'d'
2023-01-12 14:49:28,260:'d'
2023-01-12 14:49:28,261:Key.backspace
2023-01-12 14:49:28,262:'ð'
2023-01-12 14:49:28,321:'a'
2023-01-12 14:49:28,455:'w'
2023-01-12 14:49:28,457:Key.backspace
2023-01-12 14:49:28,458:'ã'
2023-01-12 14:49:28,567:'n'
2023-01-12 14:49:28,716:'g'
2023-01-12 14:49:28,912:Key.space
2023-01-12 14:49:29,037:'q'
2023-01-12 14:49:29,242:'u'
2023-01-12 14:49:29,375:'a'
2023-01-12 14:49:29,554:'n'
2023-01-12 14:49:29,820:'g'
2023-01-12 14:49:30,585:Key.enter
2023-01-12 14:54:01,701:Key.ctrl_l
2023-01-12 14:54:02,202:Key.ctrl_l
2023-01-12 14:54:02,232:Key.ctrl_l
2023-01-12 14:54:02,262:Key.ctrl_l
2023-01-12 14:54:02,286:Key.alt_l
2023-01-12 14:54:02,788:Key.alt_l
2023-01-12 14:54:02,817:Key.alt_l
2023-01-12 14:54:02,846:Key.alt_l
2023-01-12 14:54:02,876:Key.alt_l
2023-01-12 14:54:02,905:Key.alt_l
2023-01-12 14:54:02,936:Key.alt_l
2023-01-12 14:54:02,967:Key.alt_l
2023-01-12 14:54:02,996:Key.alt_l
2023-01-12 14:54:03,026:Key.alt_l
2023-01-12 14:54:03,058:Key.alt_l
2023-01-12 14:54:03,087:Key.alt_l
2023-01-12 14:54:03,117:Key.alt_l
2023-01-12 14:54:03,157:Key.delete
2023-01-12 14:55:41,895:'c'
2023-01-12 14:55:42,024:'h'
2023-01-12 14:55:42,200:'o'
2023-01-12 15:00:39,581:'t'
2023-01-12 15:00:39,680:'u'
2023-01-12 15:00:39,815:'n'
2023-01-12 15:00:39,991:'g'
2023-01-12 15:00:40,187:'f'
2023-01-12 15:00:40,188:Key.backspace
2023-01-12 15:00:40,188:Key.backspace
2023-01-12 15:00:40,189:Key.backspace
2023-01-12 15:00:40,190:'ù'
2023-01-12 15:00:40,191:'n'
2023-01-12 15:00:40,191:'g'
2023-01-12 15:00:40,779:Key.enter
2023-01-12 15:01:25,063:Key.shift
2023-01-12 15:01:25,338:Key.alt_l
2023-01-12 15:01:25,840:Key.alt_l
2023-01-12 15:01:25,871:Key.alt_l
2023-01-12 15:01:25,901:Key.alt_l
2023-01-12 15:01:25,934:Key.alt_l
2023-01-12 15:01:25,963:Key.alt_l
2023-01-12 15:01:25,992:Key.alt_l
2023-01-12 15:01:26,022:Key.alt_l
2023-01-12 15:01:26,052:Key.alt_l
2023-01-12 15:01:26,081:Key.alt_l
2023-01-12 15:01:26,110:Key.alt_l
2023-01-12 15:01:26,140:Key.alt_l
2023-01-12 15:01:26,160:Key.delete
2023-01-12 15:01:27,030:Key.ctrl_l
2023-01-12 15:01:27,259:Key.alt_l
2023-01-12 15:01:27,665:Key.delete
2023-01-12 15:02:20,645:'c'
2023-01-12 15:02:20,815:'h'
2023-01-12 15:02:21,348:'r'
2023-01-12 15:02:21,518:'o'
2023-01-12 15:02:21,702:'m'
2023-01-12 15:02:21,994:'e'
2023-01-12 15:02:22,188:Key.space
2023-01-12 15:02:22,554:Key.backspace
2023-01-12 15:02:23,221:'.'
2023-01-12 15:02:23,868:'b'
2023-01-12 15:02:23,989:'a'
2023-01-12 15:02:24,189:'t'
2023-01-12 15:02:25,078:Key.enter
2023-01-12 15:02:32,588:Key.shift
2023-01-12 15:02:33,085:'@'
2023-01-12 15:02:34,924:'e'
2023-01-12 15:02:35,151:'c'
2023-01-12 15:02:35,301:'h'
2023-01-12 15:02:35,522:'o'
2023-01-12 15:02:36,730:Key.space
2023-01-12 15:02:37,201:'o'
2023-01-12 15:02:37,412:'f'
2023-01-12 15:02:37,412:Key.backspace
2023-01-12 15:02:37,567:'f'
2023-01-12 15:02:37,567:Key.backspace
2023-01-12 15:02:37,568:'o'
2023-01-12 15:02:37,569:'f'
2023-01-12 15:02:37,757:Key.enter
2023-01-12 15:02:38,720:Key.backspace
2023-01-12 15:02:39,618:'f'
2023-01-12 15:02:39,839:Key.enter
2023-01-12 15:03:33,186:'s'
2023-01-12 15:03:33,341:'t'
2023-01-12 15:03:33,502:'a'
2023-01-12 15:03:34,494:'r'
2023-01-12 15:03:34,649:'t'
2023-01-12 15:03:36,113:Key.space
2023-01-12 15:03:37,096:Key.shift
2023-01-12 15:03:37,308:'"'
2023-01-12 15:03:38,937:Key.right
2023-01-12 15:03:39,429:Key.space
2023-01-12 15:03:39,654:Key.shift
2023-01-12 15:03:39,854:'"'
2023-01-12 15:03:44,011:'c'
2023-01-12 15:03:44,287:Key.shift
2023-01-12 15:03:44,458:':'
2023-01-12 15:03:44,769:Key.space
2023-01-12 15:03:45,516:Key.backspace
2023-01-12 15:04:06,537:Key.ctrl_l
2023-01-12 15:04:06,921:'\x03'
2023-01-12 15:04:09,443:Key.ctrl_l
2023-01-12 15:04:09,815:'\x16'
2023-01-12 15:04:15,451:Key.backspace
2023-01-12 15:04:15,786:Key.backspace
2023-01-12 15:04:19,863:Key.delete
2023-01-12 15:04:22,179:Key.delete
2023-01-12 15:04:24,572:Key.backspace
2023-01-12 15:04:26,589:Key.backspace
2023-01-12 15:04:31,270:Key.backspace
2023-01-12 15:04:35,056:Key.backspace
2023-01-12 15:04:37,851:Key.backspace
2023-01-12 15:04:43,124:'k'
2023-01-12 15:04:43,307:'r'
2023-01-12 15:04:43,846:Key.backspace
2023-01-12 15:04:44,022:'e'
2023-01-12 15:04:44,172:'y'
2023-01-12 15:04:44,929:'l'
2023-01-12 15:04:45,110:'o'
2023-01-12 15:04:45,280:'g'
2023-01-12 15:04:45,797:'g'
2023-01-12 15:04:45,997:'e'
2023-01-12 15:04:46,088:'r'
2023-01-12 15:04:47,366:'.'
2023-01-12 15:04:47,632:'p'
2023-01-12 15:04:49,258:'y'
2023-01-12 15:04:49,525:'w'
2023-01-12 15:04:59,570:'\\'
2023-01-12 15:05:00,424:Key.backspace
2023-01-12 15:05:00,728:Key.enter
2023-01-12 15:05:00,863:Key.enter
2023-01-12 15:05:01,094:'s'
2023-01-12 15:05:01,516:'t'
2023-01-12 15:05:01,646:'a'
2023-01-12 15:05:02,674:Key.backspace
2023-01-12 15:05:02,900:Key.backspace
2023-01-12 15:05:03,059:Key.backspace
2023-01-12 15:05:03,396:Key.backspace
2023-01-12 15:05:04,359:'s'
2023-01-12 15:05:05,115:Key.enter
2023-01-12 15:05:06,826:Key.space
2023-01-12 15:05:07,096:Key.shift
2023-01-12 15:05:07,297:'"'
2023-01-12 15:05:07,609:Key.space
2023-01-12 15:05:07,953:Key.shift
2023-01-12 15:05:08,340:'"'
2023-01-12 15:05:31,849:Key.ctrl_l
2023-01-12 15:05:32,348:Key.ctrl_l
2023-01-12 15:05:32,377:Key.ctrl_l
2023-01-12 15:05:32,408:Key.ctrl_l
2023-01-12 15:05:32,438:Key.ctrl_l
2023-01-12 15:05:32,471:Key.ctrl_l
2023-01-12 15:05:32,472:'\x01'
